Name,Sources,Topics,Type,Link,Headline,Questions,Impact,Update,Evidence,Report,Author,Date,URL,Topics_Text
Long-term data pooling needed for subgroup transitions,Understanding Society,Poverty Characteristics; Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='114'>Details</button>,Small subgroup analysis of transitions in and out of very deep poverty using Understanding Society requires long-term data pooling.,How can we robustly understand the experiences of smaller population groups in very deep poverty?,"Subgroup analysis requires pooling of many waves of survey data, which limits the timeliness / relevance / precision of the analysis ",NA,"So far, the large sample size available for analysis in each wave of Understanding Society has allowed us to estimate the overall proportion, and number, of people who moved into and out of very deep poverty and who lived in persistent very deep poverty in the latest four waves of data only. However, to gain more robust insights into the experiences of smaller groups of people across the population, data from the past 10 waves of Understanding Society has been pooled for the following analyses. (p8)
",The dynamics of very deep poverty in the UK,JRF,2023,https://www.jrf.org.uk/deep-poverty-and-destitution/what-protects-people-from-very-deep-poverty-and-what-makes-it-more,Analysis & Insights (Transitions & Drivers); Population Groups (Other); Poverty Characteristics (Deep Poverty)
DWP Income Dynamics omits very deep poverty and its drivers,DWP admin data,Poverty Characteristics; Analysis & Insights,Data access,<button type='button' class='btn' id='115'>Details</button>,DWP Income Dynamics Publication tracks general poverty transitions but not very deep poverty or its drivers,Various relating to transitions into and out of poverty,We may miss important aspects of deep poverty from a longitudinal perspective.,NA,"While the Department for Work and Pensions (DWP) has estimated the number of people who move in and out of poverty each year, their work has focused on the wider group of people in overall poverty (with incomes less than 60% of the UK median, after housing costs). They estimate that 8% of people not in poverty moved into poverty between 2019–20 and 2020–21 (this is equivalent to around 4.2 million people) while 39% of people in poverty moved out of poverty (around 5.2 million people). They also found that 12% of the UK population (around 7.9 million people) had lived in poverty for at least three out of the four years up to 2020–21 (DWP, 2023b). But their analysis does not offer any insights into very deep poverty or the events that lead to it. (p4)
",The dynamics of very deep poverty in the UK,JRF,2023,https://www.jrf.org.uk/deep-poverty-and-destitution/what-protects-people-from-very-deep-poverty-and-what-makes-it-more,Analysis & Insights (Transitions & Drivers); Poverty Characteristics (Deep Poverty)
No shared LWA evaluation approach across councils,Devolved data,Economic Resources; Geographic Scope; Analysis & Insights,Standardisation and Harmonisation,<button type='button' class='btn' id='116'>Details</button>,"No shared evaluation approach for Local Welfare Assistance (LWA) across councils; each council takes its own approach and has its own goals, which limits evaluation and comparison across LAs.",How can councils consistently evaluate LWA effectiveness and compare schemes?,Inconsistent methods and limited datasets prevent robust cross?council learning or benchmarking.,NA,"“There is currently no agreed mechanism for evaluation of local welfare provision
across councils. There are several challenges to a cross-council approach to
evaluation. Firstly, desired outcomes are set locally. Secondly, the LWA
administrative data held by a council is designed to meet individual local
requirements, and these are primarily budgetary. This evaluation framework seeks to provide common evaluation questions relevant to all LWA schemes, and to suggest a framework for data capture requirements.” (p19)
",Evaluation of Local Welfare Assistance: Final framework and research findings,Policy in Practice,2023,https://policyinpractice.co.uk/publication/evaluation-of-local-welfare-assistance-programmes/,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority); Economic Resources & Living Standards (Benefits & Social Security)
Lack of data sharing prevents Council Tax Relief auto-enrolment for fluctuating earners,DWP admin data,Economic Resources; Poverty Characteristics; Geographic Scope; Analysis & Insights,Data sharing,<button type='button' class='btn' id='117'>Details</button>,"Current DWP and LA data-sharing arrangements don't let councils identify households with fluctuating earnings, which prevents them from establishing auto enrolment and re-enrolment procedures for CTR",How can CTR schemes be better designed to support low-income households?,Missed entitlements; higher arrears; barriers to returning to work. (Policy in Practice),NA,"""Better data sharing between DWP and local authorities: Under the current data
sharing arrangements local authorities lose visibility over households with
fluctuating earnings. If the household loses employment, the CTR claim doesn't
automatically resume and households often don’t know they need to reapply for
CTR. This manual process prevents households from accessing support and may
create barriers for people to return to the workforce."" (p5)
",A path to better Council Tax Support schemes,Policy in Practice,2025,https://policyinpractice.co.uk/wp-content/uploads/2025/05/Report_A-path-to-better-Council-Tax-Support-schemes_Apr25-.pdf,Analysis & Insights (Targeting & Eligibility); Geographic Scope (Local Authority); Poverty Characteristics (Fluctuating Earnings); Economic Resources & Living Standards (Benefits & Social Security)
Household-level data obscures individual economic vulnerability,LFS; FRS / HBAI; ASHE,Economic Resources; Population Groups; Geographic Scope; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='118'>Details</button>,"Economic data is generally collected at household level, obscuring individual-level circumstances and vulnerabilities",Questions around individuals' cirumstances,Women's poverty and financial dependence is invisible in national statistics,NA,"""Use of household-level data – income is not shared equally within households: household-based economic measurements obscure women’s individual financial situations and economic vulnerability, making women’s poverty and financial dependence invisible in national statistics."" (p3)
","Gender, data and the labour market:Why data collection is not gender neutral",Women's Budget Group,2025,https://www.wbg.org.uk/publication/gender-data-and-the-labour-market-why-data-collection-is-not-gender-neutral/,"Analysis & Insights (Intra-Household Inequality); Geographic Scope (UK); Population Groups (Women & Gender); Economic Resources & Living Standards (Employment, Income & Earnings)"
Scottish actual rent data poorly measured,Not stated,Economic Resources; Essential Services; Geographic Scope,Sufficiency,<button type='button' class='btn' id='119'>Details</button>,"Actual rents paid by tenants in Scotland are not measured well, forcing researchers to focus only on rents for new tenancies.",Are LHA rates adequate for meeting the costs of housing?,"Analysis of LHA adequacy must be limited to new tenancies, potentially missing a large segment of the population",NA,"""Data on the actual rents that tenants are paying across the private rental sector in Scotland are not measured well, meaning analysis of rents in the private rental sector is difficult and needs to be treated with some caution. However, there is data available on new rents in Scotland, so in that context we can explore the adequacy of LHA for a household seeking a new tenancy.

Newly advertised rents are what private landlords are asking for, per month, in this case on the property search engine Rightmove. These rents tend to be higher and more volatile than rents across the whole private sector as they only measure the rent on new tenancies. Landlords tend to use changing tenants as an opportunity to raise rents. This is even more so in recent years when they are reacting to inflation, increased interest rates and the relaxation of rent controls, introduced during the pandemic and unwound by the end of March 2024."" (p64)
",Poverty in Scotland 2024,JRF,2024,https://www.jrf.org.uk/poverty-in-scotland-2024,Geographic Scope (Devolved Nations); Essential Services & Living Conditions (Housing & Homelessness); Economic Resources & Living Standards (Costs & Expenditure)
Disability cost estimates uncertain,Other,Economic Resources; Population Groups,Sufficiency,<button type='button' class='btn' id='120'>Details</button>,Uncertain estimates of the additional costs of disability hinder accurate comparison of living standards,How can we adjust income measures to account for the varied additional costs faced by disabled people?,"The researchers chose to exclude income from disabled benefits, but both approaches are less accurate than having accurate cost estimates",NA,"“A key analytical question is how to compare the living standards of disabled and non-disabled people given these additional costs. One approach might be to subtract these additional costs from a measure of disposable income, in the same way that the after-housing-costs measure of income subtracts spending on housing costs. Indeed, some research has attempted to estimate these additional costs, but the estimates are uncertain, and do not reflect the wide variation in costs within the population.” (p5)
",Costly differences: Living standards for working-age people with disabilities,Resolution Foundation,2023,https://www.resolutionfoundation.org/publications/costly-differences/,Population Groups (Disability); Economic Resources & Living Standards (Costs & Expenditure)
Longitudinal food bank impact data missing,Not stated,Essential Services; Analysis & Insights,Wish,<button type='button' class='btn' id='121'>Details</button>,Lack of longitudinal data limits ablity to assess long-term impact of food bank advice services.,What are the long-term impacts of food bank advice services?,Can't assess long-term impact of intervention,NA,"""Longitudinal research. To gain a much greater understanding of the
outcomes from food bank advice services over the medium to long term (e.g.
is there a fall in levels of destitution over time); what works in terms of achieving positive outcomes over time, and for who, longitudinal research
would be needed. A longitudinal approach, with the intervention group and
with a comparator group, could also help to disentangle the impacts of food
bank advice services from other factors, and to further test the validity of
existing findings. Studies of this nature require substantial time and resources."" (p110-111)
",Evaluating money matters advice and support services provided through food banks,University of Bristol Personal Finance Research Centre,2024,https://www.bristol.ac.uk/geography/research/pfrc/themes/financial-exclusion-poverty/evaluating-money-matters-services/,Analysis & Insights (Policy Design & Evaluation); Essential Services & Living Conditions (Food Security)
Irregular income sources excluded from household income,FRS / HBAI,Economic Resources; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='122'>Details</button>,Irregular sources of income are not included in standard definitions of household income,Measuring relative incomes across the population while accounting for all sources of income,"Relative poverty may not be accurately measured if certain sources of income are not included.  However, this may be mitigated by the fact that income from wealth will be disproportionately on the top end of the distribution (and therefore less impactful on the median income used to calculate relative poverty thresholds), and the authors note that in other work they have found ways to measure this income, albeit in roundabout ways",NA,"""There are some notable omissions from standard definitions of household income. As we have explored in previous work, all capital gains, pension lump sums, inheritances and gifts are excluded on the basis that they are ‘irregular’. These are significant choices that affect the relative incomes of different groups, trends across time and comparisons across countries. In the case of capital gains, this is true of taxable capital gains, but including the (untaxed) capital gains on main residences in estimates of income would have an even larger impact on such statistics."" (p17)

NB: This sort of gap is explored further in other RF research: <https://www.resolutionfoundation.org/publications/who-gains/>
",The Living Standards Audit 2022,Resolution Foundation,2022,https://www.resolutionfoundation.org/publications/the-living-standards-audit-2022/,Analysis & Insights (Poverty Measurement); Economic Resources & Living Standards (Wealth & Assets)
Unpaid care excluded from GDP,Other,Economic Resources; Essential Services; Population Groups; Analysis & Insights,Sufficiency; Data quality,<button type='button' class='btn' id='123'>Details</button>,Unpaid care and its value is not measured in GDP,What is the contribution of unpaid care to household and individual-level economic statistics?,Women's economic contributions are understated,NA,"""Measurement of unpaid work – Women do 50% more unpaid work than men, yet
official economic indicators often exclude this contribution4. For example, women’s
unpaid childcare alone is worth an estimated £140 billion annually, yet it remains
invisible in GDP calculations."" (p3)
","Gender, data and the labour market:Why data collection is not gender neutral",Women's Budget Group,2025,https://www.wbg.org.uk/publication/gender-data-and-the-labour-market-why-data-collection-is-not-gender-neutral/,"Analysis & Insights (Policy Design & Evaluation); Essential Services & Living Conditions (Health & Care); Population Groups (Women & Gender); Economic Resources & Living Standards (Employment, Income & Earnings)"
Savings/debt data limited and delayed,FRS / HBAI; Financial Lives Survey; Wealth and Assets Survey,Economic Resources,Timeliness,<button type='button' class='btn' id='124'>Details</button>,"Analysis of savings and debt for low income families had to rely on JRF's own cost of living tracker data, since HBAI savings data are limited, and it and other datasets covering this topic are not timely.",What do debt and savings look like for the poorest households?,Third-sector data had to be used to fill the gap. This is probably less accurate than if official statistics were available,NA,"""This analysis mainly focuses on levels of savings and debt in households
with very low incomes rather than strictly households in poverty. It draws
on limited data from HBAI on savings levels and primarily uses our JRF
cost of living tracker. This is because we are limited in the lack of data,
particularly up-to-date data, that allows us to investigate this.
The Wealth and Assets Survey for 2020–2022 had not yet been published
at the time of writing, and the Financial Conduct Authority’s (FCA’s)
Financial Lives Survey (FLS) that we drew on in our 2024 report has not yet
been updated."" (p112)
",UK Poverty 2025,JRF,2025,https://www.jrf.org.uk/uk-poverty-2025-the-essential-guide-to-understanding-poverty-in-the-uk,Economic Resources & Living Standards (Wealth & Assets)
FRS undercounts UC recipients,FRS / HBAI,Economic Resources; Population Groups; Geographic Scope; Analysis & Insights,Data linkage; Misc,<button type='button' class='btn' id='125'>Details</button>,"FRS undercounts benefit recipients, so the number of children thought not to receive Universal Credit (UC) is likely overstated.",What are the rates of households in poverty that do not receive Universal Credit?,Suggests that poverty rates may be overstated since benefit claims aren't necessarily being captured through the survey data.,DWP have been working on using benefits administrative data to replace survey questions about benefits.  Updated datasets since 2018/19 were released in 2026: https://www.gov.uk/government/collections/family-resources-survey--2,"“It should be noted that the number of children not receiving UC complicates our understanding of child poverty in Scotland, as the underlying survey – the Family Resources Survey – is known to undercount the number of people receiving benefits, whether due to under-reporting among survey recipients or other methodological challenges. ...this means the estimate of the number of children in poverty who do not receive UC likely over-states the true number…” (p19)
",Achieving the 2030 child poverty target: The distance left to travel,IPPR Scotland,2025,https://ippr-org.files.svdcdn.com/production/Downloads/Achieving_2030_child_poverty_target_March25.pdf,Analysis & Insights (Poverty Measurement); Geographic Scope (Devolved Nations); Population Groups (Children & Families); Economic Resources & Living Standards (Benefits & Social Security)
Intersectionality & Subgroups of Census data is limited at local level,Census data,Geographic Scope; Analysis & Insights,Data access,<button type='button' class='btn' id='126'>Details</button>,Intersectionality & Subgroups is limited at local level by statistical disclosure control in Census 2021.,Various intersectional analyses at local levels,Small-area analysis is often not possible using publicly available Census data.,NA,"Detailed intersectional local data is limited by Statistical Disclosure Control (SDC), designed to prevent the identification of individuals. This may hinder those searching for very detailed information within a small geographic area. Records may be swapped between small areas or not released at all. This means that researchers using open access census data may need to choose between searching a more detailed geography or using more detailed variables in order to see any results. Whilst SDC is a crucial tool for protecting individual identities, this is nonetheless a limitation for those who support people based on specific characteristics (for example, a small ethnic population of women) within their local area. (p8)
",The Census and Feminism: How Census 2021 Data Benefits Feminist Analysis and Activism,Women’s Budget Group & Global Institute for Women’s Leadership,2023,https://wbg.org.uk/wp-content/uploads/2023/08/The-Census-and-Feminism-report-August-2023.pdf#page=19.08,Analysis & Insights (Intersectionality & Subgroups); Geographic Scope (Local Authority)
NRPF poverty data severely limited,Devolved data,Population Groups,Sufficiency; Wish,<button type='button' class='btn' id='127'>Details</button>,Limited data on people subject to NRPF and poverty rates by immigration status restricts understanding of how the status interacts with poverty,What proportion of households subject to NRPF are living in poverty?,Understanding of impact of NRPF on poverty is limited,NA,"“The availability and interpretation of data play a crucial role in policymaking. But there is limited data on people subject to the NRPF condition and on poverty rates by immigration status. This hinders the development of targeted interventions and policies. Without accurate data, policymakers cannot fully comprehend the scale of the issue, leading to the exclusion of children with migrant parents facing poverty from key policy considerations.” (p22)
",Hidden Hardships: The immigration system and child poverty,IPPR,2025,https://www.ippr.org/articles/hidden-hardships,Population Groups (Migrants)
Poor local homelessness data hinders intervention evaluation,Devolved data; Homelessness data,Essential Services; Analysis & Insights,Data linkage; Standardisation and Harmonisation,<button type='button' class='btn' id='128'>Details</button>,"Poor-quality and fragmented local homelessness data, plus weak linkage across government, impede evaluation of interventions.","What is the relative impact and cost-effectiveness of homelessness interventions, especially preventative ones? How can data linkage be improved?",Limits the ability to judge which interventions work and to allocate resources efficiently.,NA,"The challenges associated with the quality and completeness of much of the dataheld by local areas on homelessness trends, and the difficulties in matching or cross-referring this with data held on the same people elsewhere in government, presentanother formidable barrier. While there is a good body of qualitative evidenceilluminating the key drivers and lived experiences of homelessness, we lack a solid base of rigorous causal evidence regarding the relative impact, and cost effectiveness,of homelessness interventions, particularly for preventative interventions whoseimpact may not, by their nature, be apparent until a period of years has elapsed. (p6-7)
",A smarter approach to homelessness,Institute for Government & Centre for Homelessness Impact,2025,https://www.instituteforgovernment.org.uk/sites/default/files/2025-05/A-smarter-approach-to-homelessness.pdf,Analysis & Insights (Policy Design & Evaluation); Essential Services & Living Conditions (Housing & Homelessness)
Welsh education data lack direct parental income,Devolved data,Economic Resources; Essential Services; Population Groups; Geographic Scope; Analysis & Insights,Standardisation and Harmonisation; Data linkage,<button type='button' class='btn' id='129'>Details</button>,"Parental income is not directly linked to children in education, which forces researchers to proxy low incomes to assess relationships between poverty and educational attainment.",What is the educational attainment gap between children in and out of poverty?,Low income must be proxied using FSM eligibility rather than more accurate data,NA,"""Education is a devolved power, which means that education systems vary
across the 4 countries in the UK. Attainment in Wales is therefore not
directly comparable to any of the other UK nations. In most cases, schools
and governments do not collect information on the incomes of parents, so
we need to use other information that is available to identify when children
might be growing up in a household in poverty or with low/lower incomes."" (p70)
",Poverty in Wales 2025,JRF,2025,https://www.jrf.org.uk/poverty-in-wales-2025,"Analysis & Insights (Transitions & Drivers); Geographic Scope (Devolved Nations); Essential Services & Living Conditions (Education); Population Groups (Children & Families); Economic Resources & Living Standards (Employment, Income & Earnings)"
FRS material deprivation index is outdated [NB: see contextual update],FRS / HBAI,Poverty Characteristics; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='130'>Details</button>,"FRS material-deprivation index has not been updated since 2010/11, so doesn't capture changes in social standards (such as digital exclusion since internet access is now standard)",Has material deprivation increased or decreased over time?,New forms of hardship (ie lack of internet) go un-measured.,"Since publication of the cited report, DWP have introduced some changes to the material deprivation measures in FRS.  A technical report of these changes is available here: https://www.gov.uk/government/statistics/households-below-average-income-for-financial-years-ending-1995-to-2024/technical-report-update-to-measures-using-material-deprivation-for-households-below-average-income-fye-2024","In addition, it should be notedthat the list of items included in the FRS material deprivation indicator wasfixed in 2010/11 and was not revised during the 2010s. As a result, whileitems such as access to internet or digital equipment might haveincreasingly been viewed as essential or typical as the decade progressed,these items are not captured or reflected (p16)
","Going backwards? The slowdown, stalling and reversal of progress in reducing child poverty in Britain during the second decade of the 21st century",LSE CASE – Vizard et al.,2023,https://sticerd.lse.ac.uk/dps/case/spdo/spdorp14.pdf,Analysis & Insights (Poverty Measurement); Poverty Characteristics (Material Deprivation)
LWA datasets lack cross-council matching identifiers,Devolved data,Economic Resources; Geographic Scope; Analysis & Insights,Data quality; Data linkage,<button type='button' class='btn' id='131'>Details</button>,"LWA admin datasets often lack identifiers for matching to other council datasets, blocking linkage and holistic evaluation.",How can councils consistently evaluate LWA effectiveness and compare schemes?,"Limits longitudinal and cross?service analysis, weakening evidence on outcomes.",NA,"""Most LWA administrative datasets examined for this project were not designed for
evaluation of service provision, or for providing a holistic view of resident support
across the council. In a number of councils, LWA datasets do not contain any
reference that would allow for matching with other council datasets, such as benefits, council tax, or arrears. This risks data on LWA provision being isolated from data on other council services and hinders a holistic approach to the resident and their support needs."" (p19)
",Evaluation of Local Welfare Assistance: Final framework and research findings,Policy in Practice,2023,https://policyinpractice.co.uk/publication/evaluation-of-local-welfare-assistance-programmes/,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority); Economic Resources & Living Standards (Benefits & Social Security)
Surveys can't measure within-year income volatility,Universal Credit Data Share,Economic Resources; Poverty Characteristics; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='132'>Details</button>,Surveys are limited for understanding within-year income volatility; lack of accessible admin data means this subject is very hard to study.,Various questions about income volatility,Within-year income volatility remains not fully understood,NA,"“Few studies map the impact of income volatility on UC households, because until now it wasn’t possible. Most data sources available to researchers cannot tell us anything about within-year income volatility. Survey data is limited in how much they tell us how frequently people receive different types of income.” (p6)
",Cheques and imbalances: How income varies throughout the year for Universal Credit households,Policy in Practice,2025,https://policyinpractice.co.uk/wp-content/uploads/2025/03/Report_-Cheques-and-imbalances-How-income-varies-throughout-the-year-for-Universal-Credit-households.-March-2025-1.pdf,"Analysis & Insights (Poverty Measurement); Poverty Characteristics (Fluctuating Earnings); Economic Resources & Living Standards (Employment, Income & Earnings)"
RO4 data suffer reliability and reporting gaps,Other,Misc,Data quality; Standardisation and Harmonisation,<button type='button' class='btn' id='133'>Details</button>,RO4 (expenditure returns data submitted by LAs to central government) data suffer from reliability issues and reporting gaps.,"How much do LAs spend on temporary accomodation, and how do they pay for this?",True scale of spending on temporary accomodation is obscured,NA,"“RO4 data in England gives cause for concern about its reliability, due to the level of variation in reported costs by local authorities for the same types of TA… Not all local authorities in England consistently submit information on TA in either their RO4 or H-Clic returns. As a result, figures for these authorities have to be imputed, or may be missing altogether.... The costs of temporary accommodation are met from a variety of sources... The proportion of TA costs paid for from these different sources is difficult to establishin detail from published information.” – pp. 15-16
",Spending on Temporary Accommodation…,Centre for Homelessness Impact,2024,https://www.homelessnessimpact.org/publication/temporary-accommodation-value-for-money-england,
Housing Executive rent data collected manually only,Devolved data,Misc,Data quality,<button type='button' class='btn' id='134'>Details</button>,"Housing Executive collects data on rents it collects manually, severely limiting usability.",How much rent is collected and where are arrears concentrated?,"Unable to forecast revenue, manage arrears or test rent-collection strategies.",NA,"""There are gaps in the information the Housing Executive holds about the rents it
is able to collect from people experiencing homelessness placed into temporary
accommodation. Temporary accommodation residents have to contribute to rent eitherfrom their own income or from Housing Benefit, or both. The Housing Executive is, inmany cases, responsible for collecting rent from people experiencing homelessness
residing in temporary accommodation. Currently, however, data on this is gathered
manually, and not automated, due to the Housing Executive’s IT systems. As a
result, the Housing Executive is not able to easily state how much income it collects
or its level of rent arrears. The Housing Executive acknowledged that very little
rent is currently collected from people placed in non-standard types of temporary
accommodation. It was also not able to tell us how much rent it is collecting overall,
or what its target levels for this are. Additionally, the Housing Executive’s systems do not allow it to easily track costs across different geographic areas. The transfer of this system to an IT system is currently being explored."" (p33)
",Value for Money in Homelessness: A spotlight on temporary accommodation in Northern Ireland,Centre for Homelessness Impact,2025,https://bit.ly/TA-NI-Value-For-Money-Report,
Welsh policy analysis relies on two LA datasets,Devolved data,Geographic Scope; Analysis & Insights,Data quality; Data linkage,<button type='button' class='btn' id='135'>Details</button>,Reliance on a few LA admin datasets for benefits means certain populations are not covered by policy analysis in Wales,What is the impact of a variety of policy options on poverty in Wales?,Reliance on LA benefits admin data means certain groups are not properly covered by the policy analysis,NA,"“This analysis uses local authority benefit administration data. This data holds household characteristics and income for low-income households in receipt of Council Tax Support or Housing Benefit from two Welsh council areas. It has coverage of low-income householders (those with a Council Tax liability) but excludes non-householders (e.g., those living in the household of a relative or friend). In addition, households that have income that is too high for either Council Tax Reduction or Housing Benefit, as well as those who have not applied for benefit support, are not represented. Some of the households not represented within the data may also be in poverty. The data, therefore, represents a subset of those in poverty, the lowest-income householders"" (p14)
",An examination of the impact of policy interventions designed to reduce poverty in Wales,Policy in Practice,2025,https://policyinpractice.co.uk/wp-content/uploads/2025/06/Report_An-examination-of-the-impact-of-policy-interventions-designed-to-reduce-poverty-in-Wales_June2025.pdf,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Devolved Nations)
FRS/HBAI do not reflect real disability and childcare costs,FRS / HBAI,Economic Resources; Essential Services; Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='136'>Details</button>,"FRS / HBAI don't account for real costs incurred by those with disabilities or caring duties, or the actual consumption patterns of households",Measuring household incomes,Some households' incomes will be inaccurately measured / estimated,NA,"The standard definition of income used in this report does notadjust for the extra costs associated with disability and does not deductfrom income benefits such as Disability Living Allowance, AttendanceAllowance and Personal Independence Payments which are made inrecognition of these additional costs. Childcare costs are also not deductedfrom income. The deflators used for price adjustment measure priceinflation based on overall patterns of household consumption, and do notadjust for the specific consumption patterns of households at the bottomof the income distribution. (p34)
","Going backwards? The slowdown, stalling and reversal of progress in reducing child poverty in Britain during the second decade of the 21st century",LSE CASE – Vizard et al.,2023,https://sticerd.lse.ac.uk/dps/case/spdo/spdorp14.pdf,Analysis & Insights (Poverty Measurement); Essential Services & Living Conditions (Health & Care); Population Groups (Disability); Economic Resources & Living Standards (Costs & Expenditure)
OBR lacks policy-specific fiscal multipliers,Other,Misc,Misc,<button type='button' class='btn' id='137'>Details</button>,"OBR lacks capacity for policy-specific fiscal multipliers, which limits quantification of economic impacts of anti-poverty policies",What are the fiscal impacts of scrapping the two-child limit?,"Anti-poverty policies may be misevaluated in economic forecasting, and therefore go overlooked as viable policy options",NA,"“The current ability for OBR to tailor their multipliers to specific policies is limited. Pragmatically, the OBR lacks capacity to make bespoke multiplier estimates for every policy and is therefore limited to existing evidence which tends to generalise over large areas of policy.” (p 15)
",Capping ambitions,New Economics Foundation,2024,https://neweconomics.org/2024/10/capping-ambitions,
Gender-disaggregated benefit cap data is not publicly available,DWP admin data,Economic Resources; Essential Services; Population Groups; Analysis & Insights,Data access,<button type='button' class='btn' id='138'>Details</button>,Gender-disaggregated data on who is affected by the benefit cap are not easily available,What is the gender distribution of households affected by the benefit cap?,Gendered impact of benefits cap policy cannot be assessed with precision,NA,"The number of families hit by the [benefit] cap falls steadily as the age of the youngest child increasesand work becomes more accessible for parents, with the high cost of childcare becoming lessof a barrier. There are 57,000 families with a child under five impacted by the cap. Recentbenefit cap data by gender is not easily available, but the vast majority of those impacted aresingle mothers. (p9)
",Capping ambitions,New Economics Foundation,2024,https://neweconomics.org/2024/10/capping-ambitions,Analysis & Insights (Policy Design & Evaluation); Essential Services & Living Conditions (Health & Care); Population Groups (Women & Gender); Economic Resources & Living Standards (Benefits & Social Security)
Child Benefit admin data provides ethnicity only in aggregated categories,DWP admin data,Economic Resources; Population Groups; Analysis & Insights,Sufficiency,<button type='button' class='btn' id='139'>Details</button>,Child Benefit admin data provide ethnicity only in highly aggregated categories.,Which specific minority ethnic groups bear the greatest policy burden?,Masks differences for subcategories,NA,"A note on ethnicity categories: The administrative data for Child Benefit,which we use to provide our estimate of the demographic make-up of thepopulation of children, is provided using highly aggregated categories ofethnicity; we do not have access to further breakdowns within groups. TheFRS data allows greater nuance, in particular in relation to the Asiancategory, but still requires grouping some categories together where thereare likely to be substantive differences (notably Black African, BlackCaribbean and Black British are combined; and non-British white aremerged into the ‘Other’ category). (p8-9)
",Baking inequality in from birth:New analysis of the way the two-childlimit and the benefit cap intersect withethnicity,LSE CASE - Stewart et al.,2025,https://sticerd.lse.ac.uk/dps/case/cb/casebrief43.pdf,Analysis & Insights (Intersectionality & Subgroups); Population Groups (Ethnic Minorities); Economic Resources & Living Standards (Benefits & Social Security)
London-wide rough-sleeping database is not connected to other data systems,CHAIN,Essential Services; Geographic Scope; Analysis & Insights,Data sharing; Data linkage,<button type='button' class='btn' id='140'>Details</button>,"CHAIN rough-sleeping database is not connected to borough, health or justice systems, hampering outcome tracking",What additional insights would full integration of CHAIN with other public datasets provide on the effectiveness of rough-sleeping interventions?,City-wide impact of programmes cannot be measured; resources may be misallocated,NA,"""CHAIN: database commissioned by the Mayor
of London and records information about people
sleeping rough across London which allows
more detailed monitoring of patterns of rough
sleeping across London than would be possible using individual borough systems, and assists in provision of services to people who move between different parts of London.  Shortcomings: the system currently lacks
integration or full data sharing with borough systems, health systems and the criminal justicesystem, making it difficult to track the impact ofinterventions on reducing rough sleeping."" (p31)
",Pan-Approaches to Tackling Homelessness in London and Other Megacities,Centre for Homelessness Impact,2024,https://bit.ly/Pan-Approaches-to-Tackling-Homelessness-London-and-Other-Megacities,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority); Essential Services & Living Conditions (Housing & Homelessness)
Duty to Refer processes unstandardised across LAs,Devolved data,Essential Services; Geographic Scope; Analysis & Insights,Standardisation and Harmonisation,<button type='button' class='btn' id='141'>Details</button>,Duty to Refer' process is complicated by lack of standardisation of referal process across LAs and data protection regulations.,NA,Reduces the effectiveness of homeless interventions and research,NA,"""Local authority autonomy in applying homelessness and rough sleeping
guidance can also complicate collaborative working across agencies.
Interviewees noted this as a particular issue within the Duty to Refer
process. For example, MHCLG developed a template referral
form for the Duty to Refer process, but some local authorities have
developed their own mechanisms for processing referrals, which other
public bodies cannot always access. In some cases, to process a referral,
local authorities request certain information, which referring bodies are not
always able to provide due to data protection. Furthermore, local authorities
are not obliged to update referring bodies on the progress of the referral."" (p42)
",Systems-wide evaluation of homelessness and rough sleeping: preliminary findings,Centre for Homelessness Impact; RSM; Cordis Bright,2025,https://www.gov.uk/government/publications/systems-wide-evaluation-of-homelessness-and-rough-sleeping-preliminary-findings/systems-wide-evaluation-of-homelessness-and-rough-sleeping-preliminary-findings,Analysis & Insights (Policy Design & Evaluation); Geographic Scope (Local Authority); Essential Services & Living Conditions (Housing & Homelessness)
